trade_date,ts_code,open,high,low,close,pre_close,change,pct_chg,vol,amount,RSI_14,DIF,DEA,MACD,BOLL_MID,BOLL_STD,BOLL_UP,BOLL_LOW,BOLL_WIDTH,OBV,OBV_MA20
2026-06-09,688169.SH,113.02,114.0,109.8,111.07,112.8,-1.73,-1.5337,55131.63,612003.058,45.06,-3.3061,-2.641,-1.3302,116.71,9.2812,135.27,98.15,31.81,-564588.4999999997,-436250.0
2026-06-10,688169.SH,109.9,111.07,105.13,105.28,111.07,-5.79,-5.2129,63074.15,674914.256,39.47,-3.5667,-2.8262,-1.481,115.98,9.5853,135.15,96.81,33.06,-627662.6499999997,-447253.0
2026-06-11,688169.SH,103.82,105.64,98.81,100.24,105.28,-5.04,-4.7872,94271.27,956166.944,35.35,-4.1324,-3.0874,-2.09,115.17,10.2084,135.59,94.75,35.46,-721933.9199999997,-459600.0
2026-06-12,688169.SH,101.0,101.99,98.43,101.99,100.24,1.75,1.7458,125632.44,1256684.954,37.78,-4.3889,-3.3477,-2.0824,114.16,10.4756,135.11,93.21,36.7,-596301.4799999997,-472700.0
2026-06-15,688169.SH,100.85,104.5,100.68,102.6,101.99,0.61,0.5981,79240.33,809883.812,38.64,-4.4911,-3.5764,-1.8294,112.87,10.211,133.29,92.45,36.18,-517061.14999999973,-489227.0
2026-06-16,688169.SH,102.47,102.47,99.8,100.4,102.6,-2.2,-2.1442,64535.93,650610.994,36.66,-4.6956,-3.8002,-1.7908,111.5,9.9365,131.37,91.63,35.64,-581597.0799999997,-502652.0
2026-06-17,688169.SH,99.98,100.58,96.8,97.51,100.4,-2.89,-2.8785,82793.88,810892.512,34.19,-5.0328,-4.0467,-1.9722,109.96,9.5799,129.12,90.8,34.85,-664390.9599999997,-524499.0
2026-06-18,688169.SH,97.51,99.92,95.93,97.27,97.51,-0.24,-0.2461,67736.75,663052.38,33.98,-5.2588,-4.2892,-1.9392,108.32,8.7124,125.74,90.9,32.16,-732127.7099999997,-555917.0
2026-06-22,688169.SH,97.04,98.67,93.86,98.47,97.27,1.2,1.2337,89471.12,857949.276,36.05,-5.2802,-4.4874,-1.5856,106.9,7.802,122.5,91.3,29.19,-642656.5899999997,-577988.0
2026-06-23,688169.SH,97.52,98.38,94.47,94.96,98.47,-3.51,-3.5645,60183.89,580198.718,32.81,-5.5167,-4.6932,-1.647,105.39,6.9703,119.33,91.45,26.45,-702840.4799999997,-599337.0
2026-06-24,688169.SH,94.89,95.84,92.28,92.49,94.96,-2.47,-2.6011,72032.34,671725.036,30.72,-5.8363,-4.9218,-1.829,103.92,6.3744,116.67,91.17,24.54,-774872.8199999997,-620167.0
2026-06-25,688169.SH,92.02,97.67,91.94,95.94,92.49,3.45,3.7301,89218.24,848294.566,36.78,-5.7449,-5.0865,-1.3168,102.87,5.8147,114.5,91.24,22.61,-685654.5799999997,-632233.0
2026-06-26,688169.SH,95.01,95.94,91.59,91.59,95.94,-4.35,-4.5341,64937.37,606927.887,32.88,-5.9548,-5.2601,-1.3894,101.85,5.9173,113.68,90.02,23.23,-750591.9499999997,-642950.0
2026-06-29,688169.SH,91.01,94.65,89.53,93.55,91.59,1.96,2.14,66790.35,618010.151,36.16,-5.8951,-5.3871,-1.016,101.4,6.1967,113.79,89.01,24.44,-683801.5999999997,-644942.0
2026-06-30,688169.SH,93.7,95.2,93.0,94.97,93.55,1.42,1.5179,50951.68,480522.116,38.51,-5.6679,-5.4433,-0.4492,100.75,6.1518,113.05,88.45,24.42,-632849.9199999997,-649154.0
2026-07-01,688169.SH,94.97,97.5,92.88,95.87,94.97,0.9,0.9477,61298.53,583910.43,40.02,-5.3534,-5.4253,0.1438,100.24,6.1119,112.46,88.02,24.38,-571551.3899999997,-647571.0
2026-07-02,688169.SH,96.13,97.99,95.12,95.35,95.87,-0.52,-0.5424,67060.72,645544.789,39.42,-5.0876,-5.3578,0.5404,99.76,6.1028,111.97,87.55,24.48,-638612.1099999996,-646272.0
2026-07-03,688169.SH,95.99,100.8,95.51,99.6,95.35,4.25,4.4573,101894.99,1003606.136,46.49,-4.4822,-5.1826,1.4008,99.53,6.0127,111.56,87.5,24.17,-536717.1199999996,-637752.0
